date,category,amount,notes
2021-04-20,Entertainment,357.0,Gift
2021-05-22,Rent,101.0,Grocery shopping 
01-09-20,Food,76.0,Netflix subscription
March 29 2022,Rent,17.0,Salary late
06/12/2022,Food,317.0,Monthly rent
07/10/2022,Others,1254.0,Doctor visit
08/25/2020,Others,649.0,Netflix subscription
2020-07-10,Food,551.0,Dinner at resto
07/10/2019,Utilities,978.0,BdJegBQ1fIEGpURs
30-10-22,Rent,1462.0,Paid electricity bill
22-08-20,Travel,161.0,Uber to office
2022-06-05,Travel,4344.0,Course fee
2020-03-27,Salary,80182.0,Uber to office
28-03-22,Entertainment,758.0,Uber to office
2021-12-08,Rent,368.0,Monthly rent via app
2020-10-21,Food,280.0,Paid electricity bill
04/30/2022,Food,203.0,Dinner at resto
01-03-19,Rent,1264.0,Salary late
2020-08-26,Food,128.0,Uber to office cash
12-04-21,Rent,112.0,Netflix subscription cash
06/15/2020,Education,358.0,Gift
06/13/2021,Rent,245.0,Course fee
June 23 2020,Food,690.0,Grocery shopping late
12/15/2020,Food,386.0,wOCKhk8zr7j
03-05-20,Food,848.0,Monthly rent
25-12-19,Travel,447.0,Netflix subscription
04/30/2020,Food,701.0,Paid electricity bill late
27-09-20,Food,61.0,Salary cash
04/19/2022,Travel,10.0,Netflix subscription
13-05-21,Food,122.0,96jM7fBhW
09-12-19,Food,891.0,Gift via app
06/09/2022,Salary,48798.0,iMaJf49iOFV19Mo
March 13 2019,Food,1535.0,Netflix subscription
11/24/2019,Utilitiees,192.0,Uber to office
20-04-19,Others,167.0,Uber to office 
2020-10-16,Food,291.0,Course fee
2019-06-25,Food,108.0,Doctor visit
October 18 2022,Utilites,74.0,Salary via app
2019-09-19,Bonus,35188.0,Paid electricity bill
2022-08-17,Bouns,48393.0,Paid electricity bill
2022-10-30,Rent,538.0,Salary
December 04 2022,Bonus,87491.0,Paid electricity bill
25-07-20,Rent,1019.0,Paid electricity bill
07/30/2019,Food,89.0,Doctor visit via app
29-04-19,Food,209.0,Uber to office
2022-01-20,Salary,61286.0,Netflix subscription
13-01-20,Entertainment,1453.0,Uber to office
March 17 2021,Other Income,26927.0,Uber to office
2020-09-29,Utilities,235.0,Salary
October 25 2021,Rent,337.0,k8yG2saP
22-09-21,Rent,573.0,Netflix subscription
2020-07-02,Entertainment,5271.0,Dinner at resto
2020-11-15,Salary,55445.0,Netflix subscription late
03-12-20,Travel,3089.0,Gift
12/01/2019,Food,153.0,Grocery shopping 
27-03-21,Other Income,39551.0,Uber to office
12-08-20,Rent,7661.0,Course fee
02/06/2019,Rent,327.0,Dinner at resto
07-10-19,Travel,164.0,Paid electricity bill cash
08/12/2020,Utilities,162.0,Gift
02/09/2019,Utilities,457.0,sGt0AFwjgnU8Y0r8
16-07-20,Travel,197.0,Grocery shopping
2019-05-08,Rent,142.0,Doctor visit
12-04-22,Education,406.0,Salary
2021-01-14,Other Income,58349.0,Dinner at resto
19-06-22,Travel,1859.0,Doctor visit
08/23/2021,Rent,335.0,Uber to office cash
08/30/2020,Food,722.0,v3iTFpZHIvJMP
01/22/2020,Rent,965.0,Salary
29-04-21,Utilities,1247.0,Uw7yttc5gfzwQMVB
05/19/2021,Travel,903.0,Course fee late
May 10 2019,Utilities,1446.0,Paid electricity bill
09/28/2019,Food,1090.0,Doctor visit
31-08-20,Utilities,65.0,Grocery shopping
2021-10-10,Salary,73216.0,Salary
2021-10-26,Food,,Dinner at resto late
13-06-21,Others,595.0,Uber to office
14-11-22,Rent,538.0,wPC95KBsen
2022-01-16,Salary,53397.0,Dinner at resto
May 29 2019,Rent,628.0,Gift
2022-06-17,Rent,298.0,Dinner at resto
05/07/2022,Utilities,562.0,Monthly rent
05/29/2021,Rent,669.0,Gift
10-06-22,Salary,67595.0,Doctor visit
November 10 2022,Rent,1696.0,Dinner at resto cash
2022-09-11,Bonus,38518.0,Monthly rent
2019-10-05,Others,399.0,Course fee
04-01-19,Food,101.0,Uber to office late
February 22 2022,Salary,64018.0,Paid electricity bill
August 05 2022,Others,101.0,Monthly rent
22-09-21,Rent,106.0,Paid electricity bill
04-01-21,Utilities,20.0,Uber to office
2021-07-02,Rent,,1aDcYS2F8ng
28-04-20,Bonus,80884.0,Paid electricity bill
10-09-22,Salary,75757.0,Dinner at resto
07/15/2021,Savings,325.0,Netflix subscription
May 14 2020,Bonus,84260.0,Salary cash
2021-12-21,Health,322.0,Dinner at resto
04/17/2021,Fodo,700.0,Uber to office late
January 13 2021,Others,340.0,Uber to office
26-01-20,Ohers,169.0,Monthly rent
04/10/2022,Entertainment,65.0,Paid electricity bill
2021-07-14,Food,1837.0,Monthly rent late
August 31 2022,Rent,462.0,Salary
29-05-21,Utilities,736.0,pfzR63bVLHSuPo
2022-10-29,Utilities,361.0,Paid electricity bill
2021-11-29,Entertainment,572.0,Gift
08-04-22,Food,139.0,Course fee late
2019-04-25,Othe Income,95298.0,Netflix subscription
2021-04-01,Entertainment,1241.0,Uber to office 
05/06/2022,Rent,130.0,Gift
09-07-19,Other Income,49051.0,Gift
2021-01-14,Education,,Gift
02/12/2022,Travel,999999.0,Uber to office
2022-03-13,Food,1767.0,Dinner at resto
10-08-21,Rent,311.0,Course fee
11-04-22,Trvel,3043.0,Doctor visit 
August 29 2019,Food,1615.0,Monthly rent
01-02-21,Salary,80279.0,Uber to office
2022-05-20,Food,561.0,Grocery shopping
30-10-21,Food,147.0,Doctor visit
November 21 2021,Food,143.0,Gift
October 20 2019,Rent,121.0,Dinner at resto
04/27/2021,Food,168.0,Gift
2019-07-15,Food,3538.0,Netflix subscription
2021-01-04,Rent,861.0,Grocery shopping
04/14/2020,Food,245.0,Salary
04-02-20,Rent,113.0,6qW8dsIoVpgxk5Q1
01/15/2021,Bonus,38269.0,Uber to office
April 12 2021,Savings,242.0,Netflix subscription
2019-11-21,Utilities,261.0,Grocery shopping
06/11/2021,oFod,44.0,Course fee
19-05-21,Food,597.0,Dinner at resto
2019-07-20,Rent,388.0,Dinner at resto
07/03/2022,Other Income,64618.0,Salary
March 13 2021,Bonus,49797.0,btu7vHomJg
10/29/2022,Rent,170.0,Salary
2022-09-17,Rent,6838.0,Q23qE1r3WawBsLb
10-09-19,Food,,Gift 
01-07-21,Food,1609.0,Grocery shopping
March 11 2019,Travel,482.0,Dinner at resto
09/18/2022,Utilities,41.0,Grocery shopping 
December 19 2020,Health,1364.0,Gift
02/12/2019,Education,413.0,Uber to office
December 29 2022,Food,102.0,Salary
09/08/2021,Food,83.0,Netflix subscription
April 28 2020,Entertainment,1353.0,Netflix subscription via app
October 29 2021,Travel,1879.0,Uber to office
17-11-20,Food,236.0,Doctor visit
September 18 2020,Travel,1691.0,Doctor visit
12/18/2020,Rent,122.0,Netflix subscription cash
June 06 2022,Trvael,512.0,Gift cash
11/15/2020,Health,185.0,Uber to office
10/23/2019,Rent,3909.0,Uber to office
01/31/2022,Tavel,227.0,Doctor visit
March 21 2022,Food,510.0,Dinner at resto 
2020-06-01,Food,263.0,Dinner at resto via app
April 13 2020,Other Income,79740.0,Monthly rent 
May 15 2021,Food,502.0,Doctor visit via app
2022-06-06,Entertainment,70.0,Netflix subscription
2020-10-17,Entertainment,145.0,Netflix subscription
February 02 2020,Rent,818.0,Paid electricity bill
2021-01-15,Other Income,73824.0,Grocery shopping
April 02 2019,Bonus,70811.0,Grocery shopping
24-02-22,Entertainment,1226.0,Dinner at resto
21-07-21,Food,677.0,Course fee
December 20 2021,Food,895.0,Doctor visit cash
09/13/2019,Utilities,15.0,Doctor visit
25-10-22,Others,2301.0,Grocery shopping
2022-07-30,Health,113.0,Netflix subscription
05-10-19,Savings,1236.0,Monthly rent late
,Entertainment,7696.0,Netflix subscription
April 29 2022,Food,138.0,Doctor visit
June 14 2022,Food,303.0,Netflix subscription
2019-06-23,Food,14.0,Gift
2019-05-16,Rent,17.0,Monthly rent
02/06/2020,Food,203.0,Salary
2021-03-19,Others,450.0,Gift
2022-03-19,Rent,147.0,Monthly rent 
December 16 2019,Savings,171.0,Netflix subscription
25-01-20,Travel,777.0,Grocery shopping
10/09/2020,Education,585.0,Dinner at resto 
August 09 2022,Others,1126.0,Gift
2020-07-17,Other Income,54960.0,Course fee
05/24/2020,Rent,37.0,Monthly rent 
11-08-22,Rent,410.0,Salary
2019-09-01,Rent,58.0,Netflix subscription
September 01 2021,Food,45.0,Paid electricity bill late
01/16/2019,Rent,127.0,Paid electricity bill
11-01-21,Rent,1665.0,Doctor visit
01/28/2019,Food,279.0,Course fee
07/09/2019,Rent,582.0,Monthly rent
,Food,421.0,Monthly rent cash
04/08/2020,Utilities,805.0,Gift
01/19/2021,Rent,83.0,Grocery shopping cash
April 11 2019,Rent,226.0,kU45GCiJb
01/12/2019,Food,411.0,Doctor visit
04-02-19,Rent,788.0,Grocery shopping
September 28 2020,Entertainment,116.0,Dinner at resto via app
26-08-21,Entertainment,433.0,Monthly rent
11/07/2022,Other,870.0,Uber to office
01/19/2019,Entertainment,43.0,Doctor visit 
27-05-22,Health,465.0,Salary via app
2021-10-21,Food,261.0,Gift
2022-09-22,Savings,1172.0,Doctor visit via app
09/20/2020,Others,25.0,Monthly rent via app
11/07/2022,Food,121.0,Monthly rent
04/06/2021,Rent,300.0,Salary
07/27/2020,Rent,89.0,Gift
2019-10-04,Entertainment,140.0,Doctor visit
May 11 2020,Food,36.0,Grocery shopping
May 16 2020,Food,399.0,Course fee
2019-12-06,Salary,49728.0,Uber to office late
06-04-22,Bonus,69284.0,Grocery shopping
05/29/2019,Food,223.0,Netflix subscription
May 18 2019,Other Income,54851.0,Monthly rent
,Rent,131.0,Salary
03/30/2020,Rent,137.0,Gift late
,Utilities,652.0,Grocery shopping
2022-11-18,Rent,111.0,Course fee via app
2021-01-27,Entertainment,66.0,Dinner at resto cash
January 27 2021,Entertainment,399.0,Paid electricity bill late
July 14 2019,Rent,66.0,Monthly rent cash
07/30/2022,Bonus,64697.0,Uber to office
05/28/2022,Food,289.0,Netflix subscription
2021-05-27,Rent,433.0,Uber to office
2020-10-24,Rent,50.0,Paid electricity bill via app
2022-10-13,Rent,144.0,Paid electricity bill
03/10/2022,Education,-819.0,Gift 
2020-01-09,Entertainment,94.0,Netflix subscription via app
04/30/2019,Food,423.0,Course fee via app
05/23/2021,Food,1008.0,Gift
29-09-19,Other Income,78958.0,Paid electricity bill cash
June 24 2021,Bonus,67416.0,Netflix subscription 
06/04/2019,Education,97.0,Monthly rent
2022-12-18,Rent,68.0,Netflix subscription
12-07-22,Bonus,64743.0,Grocery shopping
07-01-22,Education,849.0,Gift
04-06-20,Food,119.0,Netflix subscription
13-06-21,Rent,2796.0,Paid electricity bill 
16-11-22,Rent,677.0,Salary
2021-01-30,Food,190.0,Uber to office
2022-07-26,Rent,245.0,Doctor visit via app
02-09-21,Travel,3002.0,Paid electricity bill
2021-04-04,Rent,702.0,Grocery shopping
08/11/2022,Rent,852.0,Grocery shopping
2019-12-01,Rent,611.0,Monthly rent
2019-04-29,Utilities,1943.0,Grocery shopping 
01/05/2019,Rent,451.0,Grocery shopping
2020-06-16,Food,240.0,Grocery shopping via app
18-06-21,Foo,260.0,Course fee
January 22 2020,Otherrs,155.0,Salary
09/04/2020,Salary,55853.0,Course fee
01-07-22,Entertainment,207.0,Grocery shopping
2020-04-07,Salary,58130.0,Netflix subscription cash
01/24/2020,Travel,630.0,Grocery shopping
02/27/2020,Savings,314.0,Grocery shopping cash
11/27/2021,Rent,163.0,Monthly rent
08/31/2021,Food,552.0,Dinner at resto
06-10-22,Salary,69254.0,Uber to office
2020-05-05,Travel,97.0,Go23GYgsAvd
2019-04-06,Health,55.0,Doctor visit cash
11/13/2020,Food,1555.0,Grocery shopping
July 30 2019,Food,827.0,Dinner at resto 
October 23 2020,Fod,414.0,Paid electricity bill
2019-12-21,Salary,61903.0,Doctor visit
15-10-21,Travel,683.0,Dinner at resto
02-11-19,Education,8946.0,Course fee
October 19 2022,Food,93.0,Doctor visit
23-04-19,Food,271.0,Netflix subscription
23-09-19,Entertainment,66.0,Salary
2020-03-21,Travel,557.0,Monthly rent via app
2019-08-25,Others,838.0,Doctor visit
26-04-19,Rent,195.0,Uber to office
09/21/2021,Food,323.0,hVBJki6O3YXL
September 27 2022,Rent,1442.0,Monthly rent
November 14 2022,Rent,200.0,Netflix subscription late
2020-07-24,Entertainment,175.0,Dinner at resto late
03-01-21,Utliities,273.0,Gift late
06/26/2020,Travel,175.0,Dinner at resto
01/18/2021,Food,532.0,Uber to office
06-12-21,Food,100.0,Netflix subscription
11/19/2022,Utilites,705.0,Uber to office
22-04-19,Bonus,80024.0,Netflix subscription via app
04/20/2019,Rent,735.0,Monthly rent 
August 21 2019,Food,636.0,I5WXOIpeusoSNhdQNqv
11/23/2020,Rent,215.0,Dinner at resto
2022-11-06,Utilities,212.0,Dinner at resto late
2020-07-10,Travel,353.0,Gift
08/18/2019,Salary,60927.0,Paid electricity bill cash
12/05/2020,Rent,843.0,Uber to office
2021-12-08,Rent,368.0,Monthly rent via app
2022-11-16,Food,7773.0,Gift 
11/16/2021,Travel,206.0,Netflix subscription
04/26/2021,Other Income,65380.0,Dinner at resto
10/12/2019,Food,563.0,Paid electricity bill via app
2020-09-29,Entertainment,1292.0,Uber to office
06/11/2021,Salary,39048.0,Monthly rent
07/04/2020,Food,254.0,Uber to office late
June 20 2020,Salaary,70377.0,Salary
2020-07-04,Education,56.0,Grocery shopping
2022-11-11,Rent,60.0,Salary
2021-10-24,Utilities,17.0,Netflix subscription
24-08-22,Rent,59.0,Uber to office cash
16-03-21,Travel,819.0,Uber to office
26-02-21,Other Income,63159.0,Netflix subscription via app
2020-02-23,Rent,168.0,Course fee late
03/25/2022,Travel,475.0,qVkYJx2I4PdCc5j
2019-06-17,Utilities,1713.0,Course fee via app
10/04/2022,Others,188.0,Dinner at resto
10/30/2020,Bonus,99388.0,Doctor visit
June 04 2022,Rent,365.0,Course fee 
2021-03-25,Travel,194.0,Course fee
2022-09-25,Food,355.0,Grocery shopping via app
01/29/2019,Bonus,70523.0,Uber to office late
28-08-19,Bonus,56275.0,Course fee 
01-03-21,Other Income,78420.0,vcOvsoJsB
March 28 2019,Rent,341.0,Netflix subscription
04/19/2020,Savings,766.0,Monthly rent via app
27-05-19,Travel,834.0,Gift
12/01/2019,Rent,572.0,Grocery shopping cash
14-09-19,Travel,368.0,Salary
2022-03-07,Rent,639.0,T8JVxJeFbz
February 16 2022,Food,1388.0,Uber to office cash
2021-05-23,Entertainment,945.0,Salary via app
28-08-19,Utilities,444.0,Course fee
2019-11-11,Food,315.0,Doctor visit
06-07-21,Utilities,208.0,Doctor visit
2020-06-05,eRnt,374.0,A0o543qGZULFzc5AvG
05/23/2021,Food,,Doctor visit
October 14 2022,Savings,30.0,Dinner at resto
02/01/2019,Savings,112.0,6lZePSW5T1dPJkyc
February 21 2020,Salary,66805.0,Doctor visit
2022-10-13,Other Income,37222.0,Gift cash
08/03/2020,Others,566.0,Uber to office
27-09-20,Others,1298.0,Doctor visit cash
2020-02-02,Utilities,475.0,Gift
May 11 2022,Rent,143.0,Dinner at resto 
05/03/2021,Travel,144.0,Grocery shopping
2019-11-11,Utilities,695.0,Salary cash
2021-01-18,Rent,259.0,G9O87iX47rcCrR0Zk1v9
03/10/2022,Travel,670.0,Netflix subscription cash
January 21 2022,Saving,191.0,Grocery shopping
03/28/2021,Food,712.0,Uber to office
19-11-21,Rent,1166.0,Uber to office
09-08-22,Food,37.0,Salary
05/08/2019,Utilities,276.0,Uber to office
2020-11-24,Savings,,Monthly rent
2021-08-07,Rent,170.0,Grocery shopping
05/22/2021,Savings,903.0,Gift
July 02 2021,Savings,122.0,Salary
2019-11-25,Food,703.0,Doctor visit
2022-11-21,Other Income,41853.0,Dinner at resto
September 28 2022,Salary,78721.0,uVrWgxokiPd
2022-10-06,Others,251.0,Salary
14-08-20,Utilities,148.0,Gift via app
26-02-22,Travel,180.0,Monthly rent
12/11/2020,Rent,159.0,s94yR0d2
01/16/2022,Health,2685.0,Paid electricity bill
2022-08-17,Bouns,48393.0,Paid electricity bill
02-03-22,Food,324.0,Netflix subscription cash
14-10-20,Food,1350.0,Salary via app
04/05/2022,Food,595.0,Grocery shopping cash
2020-09-12,Rent,1504.0,Netflix subscription
04-10-20,Savinngs,218.0,Salary
03/22/2022,Rent,20.0,Gift
2022-01-29,Travel,65.0,Salary
11/30/2020,Food,64.0,F3uOPCufxgRPZqcYaw
10-11-20,Rent,17.0,Uber to office cash
2021-01-26,Utilities,1373.0,Course fee
March 09 2021,Food,58.0,Gift
11/30/2021,Food,1310.0,Monthly rent
,Entertainmetn,143.0,Doctor visit
06-02-19,Food,1023.0,Grocery shopping via app
July 24 2021,Food,59.0,Doctor visit 
October 10 2019,Entertainment,1040.0,Dinner at resto
11/03/2019,Utilities,184.0,Uber to office
17-01-19,Utilities,115.0,Doctor visit
July 08 2019,Utilities,361.0,Course fee
08/02/2019,Other Income,59223.0,Netflix subscription late
April 04 2019,Education,630.0,Gift
10/07/2019,Food,276.0,Paid electricity bill late
11/08/2021,Food,815.0,Grocery shopping 
31-08-19,Travel,715.0,Paid electricity bill via app
2021-04-06,Food,1843.0,Grocery shopping
May 10 2019,Other Income,32484.0,Doctor visit 
2022-08-01,Utilities,320.0,Paid electricity bill
27-08-19,Rent,59.0,Salary
June 01 2022,Salary,54866.0,Course fee cash
17-07-20,Savings,78.0,Monthly rent
11/14/2022,Utilities,1650.0,Netflix subscription
May 23 2020,Other Income,43561.0,Netflix subscription
2020-08-29,Food,93.0,Salary
07-08-22,Bonus,59843.0,Gift
2019-10-28,Savings,62.0,Monthly rent
08/23/2019,Food,219.0,Uber to office late
May 25 2020,Bonus,49679.0,Paid electricity bill
07/08/2021,Entertainment,,Dinner at resto
2021-04-09,Rent,373.0,Paid electricity bill
25-01-21,Savings,266.0,Grocery shopping
March 06 2022,Rent,97.0,Salary via app
2020-06-03,ent,765.0,Doctor visit
12/22/2021,Rent,82.0,Doctor visit cash
06/11/2022,Food,331.0,Monthly rent
2019-05-20,Food,215.0,Course fee late
2019-03-10,Rent,7512.0,Netflix subscription via app
21-01-22,Food,231.0,Netflix subscription
22-02-19,Rent,215.0,Doctor visit
09/28/2022,Eucation,999999.0,3JhgcAqMdqIrtjjV
10/10/2022,Salary,57283.0,Course fee
04/04/2022,Food,921.0,Netflix subscription late
06/03/2020,Travel,38.0,Doctor visit
July 19 2022,ravel,156.0,Grocery shopping cash
2022-04-15,Bonus,71560.0,Course fee
2022-08-13,Entertainment,600.0,8RbS0jj0lfThE5
17-07-19,Food,415.0,Paid electricity bill
2022-11-27,Bons,55816.0,Dinner at resto late
2022-12-07,Others,188.0,Doctor visit
2022-08-31,RRent,508.0,Course fee late
20-12-22,Food,307.0,Dinner at resto
February 16 2020,Food,2463.0,Salary
2019-10-22,Rent,66.0,Grocery shopping
2019-07-08,Travel,326.0,Course fee 
March 01 2019,Rent,1696.0,Netflix subscription
02/08/2019,Enterttainment,17.0,Netflix subscription
05/15/2021,Others,103.0,u7INEJv2
2019-09-09,Savings,276.0,Gift late
24-10-22,Rent,670.0,Monthly rent
2019-10-11,Rent,622.0,Gift
2022-02-14,Other Income,41365.0,Course fee
January 11 2019,Food,2464.0,Gift
July 13 2022,Utilities,127.0,Uber to office
12/02/2019,Others,,ZqpLnJpy63GPgVQsd
2021-05-03,Bonus,57206.0,Dinner at resto
01/28/2022,Salary,58212.0,zirUwCjj1gYsGEj
15-09-19,Food,2225.0,Salary
2022-03-20,Othesr,4828.0,Monthly rent
01-12-20,Other Income,70684.0,Monthly rent
28-11-20,Entertainment,52.0,Monthly rent
2020-09-22,Food,42.0,Doctor visit
03-03-22,Savings,96.0,Paid electricity bill late
02/10/2022,Others,243.0,Monthly rent cash
12/04/2019,Others,1928.0,Salary
March 18 2022,Rent,977.0,Monthly rent via app
08/05/2022,Savings,1581.0,Paid electricity bill
2020-01-20,Other Income,68103.0,Gift
15-11-21,Rent,18.0,Course fee via app
30-07-20,Food,195.0,Monthly rent 
2020-02-03,Travel,67.0,Gift 
04-08-21,Savings,1711.0,Uber to office via app
10-02-22,Food,595.0,3Bf0LiqgIXS6qJd
09/12/2020,Rentt,286.0,Monthly rent late
05-09-20,Others,477.0,Netflix subscription
04/17/2020,Entertainment,2176.0,Paid electricity bill
2021-10-26,Savings,258.0,Uber to office
22-01-20,Food,239.0,Paid electricity bill cash
2019-03-03,Entertainment,1744.0,Uber to office via app
09-02-19,Rent,5359.0,Grocery shopping
10/17/2021,Education,327.0,Course fee late
17-03-22,Food,6389.0,Grocery shopping 
29-12-19,Bonus,39412.0,Uber to office
01-08-21,Travel,524.0,Gift 
,Food,129.0,Grocery shopping
02-10-22,Rent,1062.0,Uber to office cash
06/06/2020,Food,650.0,Doctor visit
23-11-20,Education,438.0,Course fee
30-07-19,Food,220.0,Paid electricity bill 
11/20/2020,Utilities,1081.0,Gift
05-06-20,Salary,56750.0,Course fee cash
11/14/2021,Food,110.0,Monthly rent
2019-09-06,Salary,36680.0,Monthly rent
03/09/2021,Utilities,637.0,Monthly rent cash
2022-11-14,Health,1405.0,Dinner at resto
May 25 2019,Bonus,27496.0,Monthly rent
02/25/2020,Rent,416.0,MD9wSMiW5v7IYEr0D27I
07/02/2022,Others,2029.0,Grocery shopping
08/22/2020,Education,57.0,Gift
03/05/2021,Other Income,45583.0,Monthly rent
December 31 2020,Food,480.0,LaaI0Oql910jb
2021-08-10,Others,131.0,Paid electricity bill
04/28/2021,Rent,242.0,Monthly rent
2019-09-08,Food,366.0,Gift
October 02 2019,Ren,253.0,Dinner at resto
10/08/2022,Salary,54120.0,Monthly rent
September 06 2020,Rent,-168.0,Monthly rent via app
25-07-22,Utilities,2293.0,Z6oS0eQUK69mmpOpZK
13-07-20,Rent,773.0,Salary
2020-02-29,Education,182.0,Netflix subscription
01-02-21,Bonus,64642.0,Grocery shopping
December 02 2020,Travel,4680.0,Netflix subscription
June 27 2021,Rent,43.0,Uber to office cash
08/03/2019,Utilities,32.0,Grocery shopping
04/22/2019,Rent,681.0,Paid electricity bill
05/10/2019,Rent,237.0,Netflix subscription late
08/27/2019,Food,76.0,Doctor visit
May 18 2022,Food,57.0,QCBI8rEsaTpKgGw
30-03-20,Rent,72.0,Salary
16-06-20,Bonus,69028.0,Course fee
February 27 2019,Rent,1560.0,Salary
10-08-21,Rent,43.0,Uber to office
02/19/2020,Rent,323.0,Dinner at resto
11-08-21,Travel,76.0,Gift cash
January 28 2022,Other Income,48442.0,Grocery shopping
2022-03-19,Salary,55306.0,Course fee
2019-08-22,Edducation,767.0,Monthly rent
July 17 2020,Rent,1580.0,Grocery shopping
2022-04-28,Travel,855.0,Course fee
2019-10-30,Savings,561.0,Salary cash
October 05 2019,Others,359.0,Dinner at resto
January 31 2022,Utilities,774.0,Uber to office cash
2019-11-21,Bonus,51963.0,Salary 
30-06-22,Food,764.0,Dinner at resto
15-05-20,Rent,645.0,Salary cash
2022-10-21,Salary,32304.0,Dinner at resto
08/19/2022,Rent,227.0,Doctor visit
November 30 2022,Travel,999999.0,Course fee
01/22/2022,Food,281.0,Netflix subscription
08/28/2022,Food,35.0,Netflix subscription
04/25/2022,Rent,252.0,Course fee 
,Food,139.0,Gift cash
26-10-19,Others,47.0,Uber to office
2022-12-31,Entertainment,252.0,Salary
2021-03-16,Food,57.0,Grocery shopping
05/24/2021,Bonus,58154.0,Monthly rent
09/09/2019,Rent,949.0,Course fee
October 25 2020,Utilities,2687.0,Dinner at resto
2021-04-01,Bonus,59703.0,Gift
16-06-20,Others,369.0,Uber to office 
01/13/2019,Trael,216.0,Netflix subscription
2021-11-30,Travel,11451.0,Gift 
February 25 2019,Rent,583.0,Salary
2019-07-18,Salary,39797.0,Netflix subscription
11-08-21,Travel,76.0,Gift cash
06-10-22,Salary,66935.0,Salary late
30-03-20,Other Income,61365.0,Dinner at resto via app
02-10-20,eRnt,124.0,t9DwElIYG
06/30/2021,Bonus,27300.0,Uber to office
2020-02-11,Bonus,70434.0,Salary via app
08/20/2019,Salary,68951.0,Doctor visit
12/22/2022,Other Income,84389.0,Gift
February 16 2021,Savings,2579.0,Uber to office late
06/20/2022,Rent,358.0,Dinner at resto
11-09-21,Entertainment,110.0,Course fee late
25-04-22,Food,8077.0,Course fee
15-08-21,Food,2983.0,Gift
09/19/2021,Rent,1116.0,Course fee
April 26 2019,Rent,1159.0,W19psSdSk
07/31/2019,Rent,384.0,Uber to office
2021-12-06,Food,132.0,Doctor visit
01/03/2022,Food,540.0,Gift cash
2020-09-08,Entertainment,74.0,Course fee
2019-06-07,Utilities,948.0,Grocery shopping
02/13/2022,Rent,161.0,Gift
August 02 2020,Food,391.0,Dinner at resto
2021-12-25,Rent,63.0,Course fee
2019-06-03,Utilities,364.0,Monthly rent
2020-12-07,Utilities,80.0,Doctor visit
11/05/2021,Food,1262.0,Dinner at resto 
May 31 2022,Food,7275.0,Gift
February 25 2022,Rent,846.0,Monthly rent
May 12 2020,Rent,726.0,Netflix subscription
2021-11-19,Others,117.0,Gift
September 08 2019,Utilities,121.0,Uber to office 
30-11-19,Utilities,122.0,Grocery shopping late
October 18 2020,Utilities,300.0,Course fee
18-10-22,Bonus,35275.0,Monthly rent
03/10/2022,Rent,1499.0,Grocery shopping late
2022-03-31,Rent,1119.0,Monthly rent
April 21 2021,Others,146.0,Salary
2021-07-22,Education,531.0,Paid electricity bill
September 12 2021,Salary,58305.0,Grocery shopping cash
01/13/2021,Rent,726.0,Paid electricity bill
04/17/2022,Salary,56645.0,Dinner at resto 
03/17/2022,Rent,79.0,Grocery shopping
16-04-20,Savings,296.0,H0iBrvgKYgge
2021-03-03,Fod,423.0,Grocery shopping cash
30-12-22,Utilities,665.0,Netflix subscription
21-03-20,Utilities,2258.0,Gift cash
28-12-20,Utilities,598.0,Grocery shopping
19-08-19,Food,898.0,Salary cash
2022-01-21,Food,205.0,Netflix subscription
2021-06-16,Others,196.0,Course fee
06/01/2019,Rent,175.0,Salary 
09/30/2021,Travel,133.0,yEeMXPjCqte8Mh3zyAms
17-11-21,Food,80.0,Salary late
10/29/2020,Entertainment,851.0,Grocery shopping
2020-02-09,Rent,377.0,Netflix subscription
03/17/2020,Health,252.0,Netflix subscription
12/07/2022,Rent,614.0,Monthly rent 
April 13 2019,Food,156.0,Salary
31-12-21,Others,439.0,Course fee
24-09-20,Health,194.0,Netflix subscription
December 09 2021,Food,130.0,Paid electricity bill
July 30 2019,Savings,178.0,Doctor visit late
10/21/2020,Bonus,88623.0,Paid electricity bill
October 11 2019,Helath,622.0,Dinner at resto
03/02/2021,Entertainment,319.0,Doctor visit
11/12/2020,Savings,194.0,Dinner at resto
25-07-22,Travel,638.0,Paid electricity bill
07-05-22,Food,233.0,YkSVkf2gOTjgmM7
2020-02-09,Bonus,34245.0,Dinner at resto via app
October 16 2020,tUilities,5659.0,Gift
,Food,44.0,Dinner at resto
October 27 2020,Food,227.0,Grocery shopping
2019-12-14,Food,7727.0,Gift
08/24/2019,Bonus,67439.0,Paid electricity bill
22-03-21,Other Income,83177.0,Doctor visit
2021-05-13,Salary,97853.0,Gift
19-07-22,Entertainnment,728.0,Grocery shopping
2021-05-04,Food,144.0,Gift
November 22 2022,Travel,1396.0,Course fee
2020-01-16,Rent,328.0,Netflix subscription
10/24/2021,Rent,1616.0,Doctor visit
March 12 2019,Entertainment,233.0,Grocery shopping via app
29-12-20,Food,30.0,Monthly rent
February 12 2020,Entertainment,627.0,Grocery shopping
03/23/2019,Travel,1975.0,Su98IspPCzJI9c7
March 28 2021,Education,1812.0,Monthly rent late
June 02 2021,Food,307.0,o24GtJ0jH7DHCxvb0p
27-06-20,Bonus,82796.0,Course fee
05-04-21,Education,761.0,Doctor visit
